8.000000000000000383e-04 9.340234092000000432e-01
8.739999999999999939e-04 3.292582747165000070e-04
6.915000000000000140e-03 9.410733783957235588e+00
6.929999999999999528e-03 1.839471028920491946e+01
7.461000000000000618e-03 3.307658803548599834e-03
7.478000000000000272e-03 6.455227953842000189e-03
7.676999999999999796e-03 3.814906926837847934e+00
7.676999999999999796e-03 3.814906926837847934e+00
8.295999999999999555e-03 1.345325795168399955e-03
8.295999999999999555e-03 1.345325795168399955e-03
5.860300000000000231e-02 2.069999999999999840e+00
3.471400000000000041e-01 7.499999999999999722e-03
8.261000000000000565e-01 7.799999999999999642e-03
8.261000000000000565e-01 7.599999999999999985e-03
1.173228000000000160e+00 9.984999999999999432e+01
1.332492000000000010e+00 9.998260000000000502e+01
1.332492000000000010e+00 2.500000000000000000e-01
2.158570000000000100e+00 1.199999999999999895e-03
2.158570000000000100e+00 7.500000000000000156e-04
2.505692000000000252e+00 1.999999999999999909e-06
