6.354000000000000273e-03 1.400000000000000000e+01
6.354000000000000273e-03 4.700000000000000178e+00
6.602999999999999495e-03 2.575193543472479973e+01
6.857999999999999513e-03 1.726872556279200055e-01
6.857999999999999513e-03 1.560664821759999953e-02
1.259800000000000156e-02 2.857700000000000240e-01
1.821000000000000049e-02 1.254599999999999937e+00
3.952200000000000157e-02 2.087000000000000099e+01
3.952200000000000157e-02 7.299999999999999822e+00
3.975000000000000061e-02 1.340000000000000045e-02
4.011699999999999988e-02 3.779999999999999716e+01
4.011699999999999988e-02 1.319999999999999929e+01
4.090100000000000680e-02 6.440053902952677767e+00
4.154099999999999460e-02 1.162045092557321802e+01
4.230799999999999839e-02 2.178839350383830059e-02
4.230799999999999839e-02 2.443991702342312999e-01
4.299600000000000644e-02 3.919480752624279751e-02
4.299600000000000644e-02 4.396459259475289927e-01
4.552300000000000096e-02 4.099999999999999645e+00
4.552300000000000096e-02 1.181000000000000050e+01
4.599799999999999722e-02 5.200000000000000178e+00
4.599799999999999722e-02 1.484999999999999964e+01
4.657500000000000528e-02 1.070000000000000062e+00
4.657500000000000528e-02 3.049999999999999822e+00
4.714600000000000041e-02 3.660913140917411379e+00
4.764500000000000679e-02 4.605428731274103349e+00
4.824799999999999922e-02 9.445155903566921918e-01
4.880199999999999816e-02 1.238977781814630010e-02
4.880199999999999816e-02 1.389754328426283936e-01
4.932600000000000179e-02 1.755259716802397008e-01
4.932600000000000179e-02 1.564828938431880173e-02
4.995700000000000141e-02 3.258511566172400155e-03
4.995700000000000141e-02 3.655053883761120309e-02
7.723000000000000698e-02 6.830600000000000005e-01
8.984900000000001219e-02 6.970000000000000284e+01
1.173000000000000015e-01 2.099999999999999870e-03
1.189700000000000063e-01 5.299999999999999807e-04
1.194400000000000045e-01 1.030000000000000013e-02
1.217700000000000032e-01 7.000000000000000000e+00
1.217817000000000066e-01 2.853000000000000114e+01
1.254300000000000137e-01 3.499999999999999964e-04
1.256800000000000139e-01 5.130000000000000011e-03
1.375600000000000156e-01 7.399999999999999894e-04
1.479999999999999927e-01 2.050000000000000086e-02
1.501299999999999857e-01 8.999999999999999754e-04
1.527700000000000169e-01 1.799999999999999951e-03
1.600000000000000033e-01 6.999999999999999929e-04
1.669100000000000028e-01 2.099999999999999870e-03
1.721000000000000030e-01 4.299999999999999894e-04
1.748000000000000109e-01 1.379999999999999933e-03
1.751800000000000024e-01 4.000000000000000083e-03
1.915999999999999925e-01 6.999999999999999929e-04
1.925999999999999934e-01 6.810000000000000081e-03
1.952200000000000046e-01 2.050000000000000173e-03
2.027400000000000035e-01 5.100000000000000366e-03
2.070299999999999918e-01 1.139999999999999954e-03
2.076399999999999912e-01 7.300000000000000065e-03
2.093000000000000138e-01 1.700000000000000122e-04
2.094100000000000128e-01 1.199999999999999895e-03
2.099699999999999900e-01 4.300000000000000003e-03
2.109499999999999986e-01 3.799999999999999992e-03
2.124300000000000077e-01 2.069999999999999965e-02
2.180999999999999883e-01 4.000000000000000327e-05
2.180999999999999883e-01 5.999999999999999474e-04
2.371000000000000052e-01 6.329999999999999689e-03
2.393300000000000149e-01 5.317999999999999811e-03
2.409999999999999920e-01 3.722999999999999964e-04
2.446599999999999886e-01 2.299999999999999961e-02
2.446973999999999816e-01 7.549999999999999822e+00
2.516329999999999956e-01 6.700000000000000400e-02
2.569899999999999962e-01 1.000000000000000021e-03
2.669200000000000461e-01 1.100000000000000066e-03
2.698399999999999688e-01 7.799999999999999642e-03
2.710799999999999876e-01 7.149999999999999412e-02
2.711299999999999821e-01 7.499999999999999722e-02
2.724100000000000410e-01 6.400000000000000524e-04
2.724300000000000055e-01 9.900000000000000813e-03
2.754199999999999982e-01 3.459999999999999881e-02
2.859800000000000120e-01 9.799999999999999684e-03
2.865000000000000324e-01 1.399999999999999986e-03
2.871000000000000218e-01 8.099999999999999561e-04
2.959386999999999990e-01 4.400000000000000022e-01
3.151000000000000467e-01 3.989999999999999797e-02
3.161300000000000221e-01 1.009999999999999960e-02
3.201000000000000512e-01 2.050000000000000173e-03
